Minister,Date of Trip,Destination,Purpose,"Scheduled, 'No.32 (The Royal Squadron)'  or 'other RAF' or 'Charter' or 'Scheduled' or 'Eurostar'",Number of officials accompanying Ministers (where non-scheduled travel is used),Total Cost including travel and accommodation of Minister only,,,,,,
"Prime Minister, The Rt Hon David Cameron MP",17-19/07/2012,Afghanistan,To meet British forces and local leaders,other RAF,14,"£4,060",,,,,,
"Prime Minister, The Rt Hon David Cameron MP",25-28/09/2012,"New York, United States & Sao Paulo/Brasilia/Rio de Janeiro, Brazil ","To attend a meeting of the UN General Assembly, New York; and for a bilateral and trade visit to Brazil",Chartered,27,"£532,093",,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
